strain_name,species,flavour1,flavour2,flavour3,prop1,val1,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,prop8,val8,prop9,val9,prop10,val10,prop11,val11,prop12,val12,prop13,val13,prop14,val14,prop15,val15
Space Cream,hybrid,Citrus,Pungent,Sweet,Relaxed,100,Euphoric,99.42857143,Giggly,93.14285714,Talkative,84,Uplifted,29.14285714,Stress,100,Depression,33.33333333,Pain,22.22222222,Headaches,11.11111111,Insomnia,11.11111111,Dry Mouth,100,Dry Eyes,1.351351351,Headache,0.675675676,Paranoid,0.675675676,,
Cherry Kola,indica,Berry,Sweet,Pungent,Relaxed,100,Euphoric,98.29931973,Talkative,80.55555556,Happy,19.16099773,Tingly,18.36734694,Stress,100,Headaches,65.4353562,Pain,59.8944591,Lack of Appetite,57.25593668,Insomnia,37.20316623,Dry Mouth,100,Dry Eyes,86.26373626,Dizzy,44.50549451,Paranoid,44.50549451,Anxious,41.75824176
White Sangria,hybrid,Blueberry,Earthy,Woody,Relaxed,100,Creative,86.44067797,Happy,81.3559322,Energetic,62.71186441,Euphoric,62.71186441,Depression,100,Lack of Appetite,100,Stress,100,Inflammation,73.33333333,Insomnia,73.33333333,Dry Mouth,100,Dry Eyes,69.23076923,Paranoid,69.23076923,,,,
Gorilla Grips,indica,Blueberry,Grape,Berry,Happy,100,Relaxed,100,Sleepy,77.77777778,Uplifted,77.77777778,Creative,59.25925926,Depression,100,Insomnia,100,Pain,100,Headaches,76.19047619,Muscle Spasms,76.19047619,Dry Mouth,100,Dry Eyes,62.5,Dizzy,31.25,Headache,31.25,Paranoid,31.25
Willie Nelson,sativa,Earthy,Sweet,Pungent,Happy,100,Creative,98.58797972,Energetic,78.3128168,Euphoric,77.3352643,Focused,73.13540912,Stress,100,Pain,86.96490551,Depression,67.83648284,Fatigue,43.73312765,Headaches,29.65676822,Dry Mouth,100,Headache,85.08158508,Dry Eyes,57.57575758,Paranoid,27.27272727,Anxious,9.090909091
East Coast Alien,sativa,Mint,Diesel,Earthy,Uplifted,100,Happy,100,Euphoric,98.30508475,Relaxed,98.30508475,Creative,96.61016949,Stress,100,Depression,90,Lack of Appetite,50,Fatigue,20,Cramps,10,Anxious,100,Dizzy,97.95918367,Dry Mouth,8.163265306,Dry Eyes,2.040816327,Headache,2.040816327
Aloha Grape Stomper,hybrid,Blueberry,Grape,Tropical,Tingly,100,Euphoric,100,Happy,100,Uplifted,50,Giggly,50,,,,,,,,,,,,,,,,,,,,
Y Griega,sativa,Citrus,Lemon,Flowery,Happy,100,Energetic,74.28571429,Uplifted,71.42857143,Euphoric,44.28571429,Creative,37.85714286,Inflammation,100,Stress,69.13580247,Depression,58.02469136,Headaches,45.67901235,Pain,14.81481481,Dry Mouth,100,Paranoid,3.703703704,Anxious,2.469135802,Dry Eyes,1.234567901,Headache,1.234567901
White Ryder,hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Indian Indica,indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Sensi Star,indica,Lemon,Citrus,Sweet,Relaxed,100,Sleepy,98.06269545,Happy,29.70787888,Uplifted,25.93242316,Tingly,25.093433,Insomnia,100,Stress,94.31898878,Pain,93.53784974,Depression,37.13961085,Muscle Spasms,37.13961085,Dry Mouth,100,Dizzy,55.88235294,Dry Eyes,29.55882353,Headache,1.617647059,Paranoid,1.617647059
El Perro,hybrid,Pine,Earthy,Pungent,Happy,100,Relaxed,96.15384615,Uplifted,73.07692308,Euphoric,73.07692308,Sleepy,69.23076923,Pain,100,Stress,100,Headaches,48,Lack of Appetite,48,Depression,28,Dry Mouth,100,Headache,100,Anxious,100,,,,
Ganesh Berry,hybrid,Flowery,Berry,Sweet,Euphoric,100,Relaxed,75,Uplifted,50,Creative,50,Focused,50,Stress,100,Depression,40,Fatigue,40,Headaches,40,Pain,40,Dry Eyes,100,Dry Mouth,100,Headache,100,Anxious,100,,
Jedi Kush,indica,Earthy,Pungent,Diesel,Relaxed,100,Happy,74.92424242,Uplifted,63.75541126,Euphoric,56.73160173,Hungry,41.11471861,Headaches,100,Depression,94.58174905,Pain,79.80038023,Fatigue,75.11882129,Stress,69.89068441,Dry Mouth,100,Dry Eyes,92.44998112,Dizzy,61.87240468,Headache,34.2015855,Anxious,9.06002265
Ghost Cookies,hybrid,Woody,Earthy,Pungent,Relaxed,100,Uplifted,88.23529412,Happy,70.58823529,Euphoric,67.64705882,Sleepy,57.84313725,Stress,100,Depression,74.50980392,Pain,74.50980392,Insomnia,41.17647059,Headaches,33.33333333,Dry Eyes,100,Dizzy,57.69230769,Paranoid,32.69230769,Anxious,25,Dry Mouth,7.692307692
Pineapple Purple Skunk,hybrid,Sweet,Citrus,Pineapple,Happy,100,Hungry,94.11764706,Euphoric,88.23529412,Aroused,82.35294118,Talkative,82.35294118,Depression,100,Pain,100,Stress,66.66666667,Fatigue,33.33333333,Headaches,33.33333333,Dry Mouth,100,Headache,100,Anxious,100,,,,
DJ Short Blueberry,indica,Blueberry,Earthy,Sweet,Relaxed,100,Happy,80.80954271,Euphoric,69.00254441,Uplifted,50.23926796,Tingly,41.89640281,Stress,100,Depression,89.60022254,Pain,48.94690828,Lack of Appetite,46.97981243,Fatigue,40.77650612,Dry Mouth,100,Dry Eyes,49.84466167,Dizzy,6.903084034,Headache,1.538228385,Anxious,0.659240737
Purple Bubba,indica,Grape,Berry,Earthy,Sleepy,100,Relaxed,72.01970443,Happy,55.17241379,Hungry,51.28078818,Uplifted,50.04926108,Fatigue,100,Pain,23.22834646,Stress,19.38976378,Muscle Spasms,12.89370079,Eye Pressure,10.33464567,Dry Eyes,100,Paranoid,86.75429727,Anxious,86.75429727,Dry Mouth,15.87462083,Dizzy,2.628918099
Grape OX,indica,Grape,Pine,Lavender,Relaxed,100,Sleepy,55.35714286,Euphoric,51.78571429,Uplifted,50,Happy,49.10714286,Stress,100,Pain,91.93548387,Spasticity,80.64516129,Depression,22.58064516,Insomnia,19.35483871,Dry Mouth,100,Dizzy,5.357142857,Paranoid,5.357142857,Headache,3.571428571,Dry Eyes,1.785714286
Bangi Haze,sativa,Berry,Tree Fruit,Cheese,Aroused,100,Uplifted,100,Euphoric,100,Hungry,100,Depression,100,Fatigue,100,Inflammation,100,Stress,100,Dry Eyes,100,,,,,,,,,,,,
Future,hybrid,Earthy,Pungent,Pine,Relaxed,100,Happy,94.07330387,Creative,83.12971146,Euphoric,68.72887965,Uplifted,58.12321289,Depression,100,Pain,84.71794872,Stress,65.43589744,Muscle Spasms,55.28205128,Inflammation,50.42735043,Dry Mouth,100,Anxious,30.81871345,Dry Eyes,23.15789474,Dizzy,7.251461988,Headache,5.789473684
Banana Diesel,hybrid,Berry,Diesel,Sweet,Happy,100,Focused,83.3836858,Uplifted,67.67371601,Relaxed,67.52265861,Hungry,18.12688822,Stress,100,Depression,91.04477612,Pain,15.67164179,Fatigue,8.208955224,Headaches,7.462686567,Dry Mouth,100,Dry Eyes,2.064220183,Dizzy,0.917431193,Headache,0.458715596,Paranoid,0.458715596
Orange Hill Special,hybrid,Orange,Citrus,Sweet,Happy,100,Sleepy,91.37931034,Hungry,91.37931034,Focused,89.65517241,Uplifted,87.93103448,Insomnia,100,Stress,96.2962963,Lack of Appetite,79.62962963,Depression,9.259259259,Fatigue,1.851851852,Dry Mouth,100,Dry Eyes,9.090909091,,,,,,
Banana Peel,hybrid,Sweet,Tree Fruit,Diesel,Relaxed,100,Uplifted,95.65217391,Euphoric,17.39130435,Happy,13.04347826,Creative,6.52173913,Pain,100,Depression,50,Fatigue,50,Headaches,50,Stress,50,,,,,,,,,,
Earthshaker OG,hybrid,Earthy,,,Relaxed,100,Sleepy,60,Happy,60,Euphoric,40,Aroused,20,Headaches,100,Insomnia,100,Lack of Appetite,100,Nausea,100,Pain,100,Dry Mouth,100,Dizzy,50,,,,,,
Soul Assassin OG,hybrid,Diesel,Lemon,Citrus,Euphoric,100,Relaxed,99.16666667,Focused,94.16666667,Happy,76.66666667,Hungry,5.833333333,Stress,100,Insomnia,98.9010989,Depression,96.7032967,Pain,96.7032967,Headaches,90.10989011,Dry Mouth,100,Paranoid,3.658536585,Dizzy,1.219512195,Dry Eyes,1.219512195,Anxious,1.219512195
Robert Plant,sativa,Earthy,Woody,Pine,Euphoric,100,Relaxed,100,Creative,96.2962963,Hungry,88.88888889,Uplifted,14.81481481,Headaches,100,Insomnia,96,Lack of Appetite,96,Nausea,96,Depression,8,Dizzy,100,Dry Eyes,100,Dry Mouth,100,,,,
Wellness OG,hybrid,Diesel,Pine,Earthy,Happy,100,Uplifted,86.22366288,Relaxed,85.25121556,Creative,84.7649919,Tingly,70.50243112,Stress,100,Depression,60.2484472,Nausea,47.20496894,Pain,18.63354037,Fatigue,5.590062112,Dry Mouth,100,Dry Eyes,79.54545455,Paranoid,79.54545455,Anxious,79.54545455,Dizzy,3.409090909
White Caramel Cookie,indica,Earthy,Flowery,Woody,Euphoric,100,Relaxed,100,Talkative,83.33333333,Aroused,16.66666667,Sleepy,16.66666667,Muscle Spasms,100,Pain,100,Depression,33.33333333,Lack of Appetite,33.33333333,Stress,33.33333333,Dry Mouth,100,,,,,,,,
Eran Almog,indica,Woody,Earthy,Citrus,Relaxed,100,Uplifted,83.50515464,Focused,79.3814433,Happy,15.46391753,Euphoric,14.43298969,Nausea,100,Insomnia,18.18181818,Pain,18.18181818,Stress,16.88311688,Depression,11.68831169,Dry Mouth,100,Dry Eyes,57.14285714,Dizzy,28.57142857,Paranoid,28.57142857,Headache,14.28571429
Purple People Eater,indica,Grape,Sweet,Berry,Euphoric,100,Relaxed,100,Happy,94.11764706,Sleepy,88.23529412,Tingly,88.23529412,Depression,100,Stress,100,Lack of Appetite,93.75,Pain,93.75,,,,,,,,,,,,
Moon Cookies,hybrid,Earthy,Citrus,Blueberry,Creative,100,Focused,84.74576271,Euphoric,72.88135593,Hungry,52.54237288,Sleepy,47.45762712,Pain,100,Lack of Appetite,65.27777778,Headaches,34.72222222,Muscle Spasms,34.72222222,Nausea,34.72222222,Dry Mouth,100,Dry Eyes,90.32258065,Dizzy,19.35483871,,,,
Aurora Borealis,indica,Flowery,Earthy,Woody,Relaxed,100,Happy,92.14659686,Euphoric,84.29319372,Uplifted,53.92670157,Talkative,49.21465969,Stress,100,Depression,96.59090909,Insomnia,17.04545455,Lack of Appetite,17.04545455,Pain,17.04545455,Dry Mouth,100,Dry Eyes,20,,,,,,
Cindy White,hybrid,Earthy,Pungent,Woody,Happy,100,Creative,86.38132296,Giggly,75.87548638,Energetic,72.63294423,Uplifted,37.74319066,Stress,100,Depression,92.66055046,Lack of Appetite,77.98165138,Insomnia,74.31192661,Fatigue,70.64220183,Dry Mouth,100,Dry Eyes,94.49225473,Dizzy,11.18760757,Headache,1.376936317,Anxious,1.376936317
Old Mother Sativa,sativa,,,,Giggly,100,Happy,100,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Milkshake,hybrid,Strawberry,Sweet,Berry,Happy,100,Relaxed,100,Uplifted,82.26950355,Tingly,80.14184397,Euphoric,64.53900709,Stress,100,Depression,89.28571429,Headaches,89.28571429,Insomnia,89.28571429,Pain,89.28571429,Dry Eyes,100,,,,,,,,
Super Jack,sativa,Sweet,Pungent,Pine,Focused,100,Creative,75.62531904,Energetic,61.25574273,Uplifted,59.70201633,Talkative,51.77705462,Depression,100,Stress,70.6755488,Fatigue,70.04962668,Pain,67.87231189,Muscle Spasms,35.30200742,Dry Mouth,100,Dry Eyes,96.27806829,Dizzy,76.64308418,Anxious,68.34820055,Paranoid,1.353429714
Sour Apple,hybrid,Apple,Sweet,Citrus,Relaxed,100,Happy,86.42929123,Euphoric,64.90874482,Giggly,63.90101892,Uplifted,50.97973351,Stress,100,Depression,91.82940516,Lack of Appetite,40.06734007,Insomnia,34.79236813,Pain,15.33108866,Dry Eyes,100,Dry Mouth,51.28507427,Dizzy,26.57392124,Paranoid,25.65432681,Headache,12.59136996
Star Master Kush,indica,Skunk,Pine,Pungent,Relaxed,100,Happy,94.92753623,Tingly,83.33333333,Sleepy,74.63768116,Uplifted,26.08695652,Stress,100,Depression,99.13793103,Insomnia,99.13793103,Pain,1.724137931,Lack of Appetite,0.862068966,Dry Mouth,100,Dry Eyes,86.32478632,,,,,,
Banana OG,hybrid,Earthy,Sweet,Tropical,Relaxed,100,Euphoric,88.56239437,Happy,77.5282124,Sleepy,62.75418416,Hungry,56.8936379,Stress,100,Insomnia,94.32775349,Depression,89.14596439,Lack of Appetite,80.02985393,Pain,78.17464548,Dry Mouth,100,Dry Eyes,50.78882786,Paranoid,24.085544,Dizzy,23.04545986,Headache,20.10050251
Tillamook Strawberry,hybrid,Sweet,Strawberry,Earthy,Relaxed,100,Happy,80.33472803,Focused,57.32217573,Uplifted,48.9539749,Euphoric,31.79916318,Stress,100,Depression,44.94949495,Pain,44.94949495,Lack of Appetite,37.87878788,Insomnia,7.070707071,Dry Mouth,100,Anxious,29.31034483,,,,,,
Tangerine Sunrise,sativa,Citrus,Woody,Pineapple,Relaxed,100,Happy,96.07843137,Euphoric,94.11764706,Uplifted,92.15686275,Energetic,50.98039216,Spasticity,100,Fatigue,95.23809524,Stress,38.0952381,Depression,28.57142857,Lack of Appetite,14.28571429,Dry Mouth,100,Dizzy,12.5,Dry Eyes,12.5,,,,
Master Kush,indica,Earthy,Flowery,Woody,Relaxed,100,Sleepy,67.58645259,Happy,64.81263315,Euphoric,52.11457878,Tingly,38.39962188,Stress,100,Depression,81.75394823,Pain,77.25027645,Insomnia,53.41744875,Muscle Spasms,50.1114293,Dry Mouth,100,Dry Eyes,43.97278734,Dizzy,31.24021909,Paranoid,27.41697096,Anxious,26.26717093
Very Berry Haze,sativa,Berry,Sweet,Earthy,Happy,100,Energetic,69.84126984,Focused,61.9047619,Relaxed,53.17460317,Uplifted,50.79365079,Fatigue,100,Pain,49.33333333,Nausea,44,Stress,33.33333333,Depression,25.33333333,Dry Mouth,100,Anxious,2.419354839,Dizzy,1.612903226,Dry Eyes,1.612903226,Paranoid,1.612903226
Khalifa Kush,hybrid,Earthy,Citrus,Lemon,Happy,100,Relaxed,87.12981336,Uplifted,82.72785594,Euphoric,79.27961866,Creative,63.88955197,Depression,100,Stress,99.84618326,Pain,79.00618743,Insomnia,62.43916852,Lack of Appetite,45.27860818,Dry Mouth,100,Dry Eyes,47.76566421,Paranoid,30.10902209,Dizzy,28.45846875,Anxious,15.76500597
Crouching Tiger Hidden Alien,indica,Earthy,Flowery,Pungent,Relaxed,100,Uplifted,65.41353383,Happy,60.15037594,Euphoric,55.63909774,Tingly,51.12781955,Stress,100,Depression,50,Fatigue,50,Lack of Appetite,45.16129032,Muscle Spasms,45.16129032,Dry Mouth,100,Dizzy,25,Dry Eyes,25,,,,
Tangerine Haze,hybrid,Citrus,Sweet,Orange,Happy,100,Energetic,90.3512032,Euphoric,70.11520951,Uplifted,65.69265075,Hungry,53.18219827,Depression,100,Stress,96.6527842,Nausea,77.35616227,Lack of Appetite,47.87906833,Fatigue,45.68872436,Dry Mouth,100,Dizzy,5.68201414,Paranoid,5.035350923,Dry Eyes,2.371098465,Anxious,1.939989653
Jenni,sativa,Sweet,Berry,Tree Fruit,Euphoric,100,Happy,100,Relaxed,66.66666667,Uplifted,33.33333333,Creative,33.33333333,Pain,100,Depression,50,Headaches,50,Lack of Appetite,50,Stress,50,,,,,,,,,,
Dirty Girl,sativa,Citrus,Sweet,Pine,Happy,100,Energetic,75.99301615,Euphoric,68.08162375,Uplifted,68.00523789,Focused,46.03884766,Stress,100,Depression,93.09643081,Pain,20.85159674,Fatigue,14.05760802,Headaches,7.733249843,Dry Mouth,100,Dry Eyes,31.70466884,Dizzy,26.81867535,Headache,21.93268187,Paranoid,16.28664495
Midnight,hybrid,Earthy,Sweet,Lavender,Happy,100,Uplifted,66.53881559,Relaxed,65.41116907,Sleepy,62.85670451,Euphoric,60.50168763,Depression,100,Headaches,90.55956059,Insomnia,87.9848953,Stress,63.93179998,Pain,59.52626159,Headache,100,Dry Mouth,48.03102625,Dry Eyes,44.45107399,Dizzy,21.03221957,Anxious,18.64558473
Strawberry Ice,sativa,Strawberry,Sweet,Berry,Focused,100,Energetic,97.83969944,Happy,80.96430808,Uplifted,78.81966187,Talkative,78.13087038,Depression,100,Stress,90.18619085,Fatigue,63.92552366,Pain,51.97827773,Lack of Appetite,50.91155935,Dry Mouth,100,Dry Eyes,46.16991643,Paranoid,30.46657382,Anxious,28.55153203,Dizzy,3.830083565
Race Fuel OG,hybrid,Diesel,Earthy,Sweet,Relaxed,100,Happy,85.83815029,Uplifted,65.89595376,Euphoric,56.93641618,Focused,54.33526012,Pain,100,Stress,100,Depression,52.42718447,Fatigue,52.42718447,Nausea,48.05825243,Dry Mouth,100,Dry Eyes,11.39240506,,,,,,
Caramel Kona Coffee Kush,indica,Coffee,Vanilla,Sweet,Relaxed,100,Sleepy,67.5,Uplifted,35,Tingly,32.5,Happy,25,Stress,100,Pain,57.14285714,Depression,50,Inflammation,50,Cramps,42.85714286,Dizzy,100,Dry Mouth,100,,,,,,
Sour Urkle,hybrid,Citrus,Diesel,Earthy,Euphoric,100,Relaxed,94.63414634,Happy,82.92682927,Uplifted,69.26829268,Creative,46.34146341,Depression,100,Fatigue,78.94736842,Pain,50.52631579,Stress,50.52631579,Inflammation,25.26315789,Dry Mouth,100,Anxious,60.43956044,Paranoid,56.04395604,Dry Eyes,21.97802198,Dizzy,4.395604396
White Smurf,hybrid,Mint,Menthol,Citrus,Talkative,100,Uplifted,80,Focused,60,Giggly,60,Happy,60,Pain,100,Inflammation,66.66666667,Depression,33.33333333,Fatigue,33.33333333,Stress,33.33333333,,,,,,,,,,
Chernobyl,hybrid,Lime,Sweet,Citrus,Happy,100,Relaxed,98.18089771,Uplifted,88.47881047,Euphoric,83.86245949,Focused,65.05236052,Depression,100,Stress,78.57850785,Pain,73.685418,Eye Pressure,57.18821694,Fatigue,56.83674406,Dry Mouth,100,Dry Eyes,30.55880947,Anxious,24.11128377,Dizzy,7.045182883,Paranoid,6.378197466
Heisenberg Kush,sativa,Berry,Grape,Earthy,Happy,100,Focused,97.43589744,Energetic,95.72649573,Relaxed,67.52136752,Creative,37.60683761,Stress,100,Fatigue,97.27272727,Muscle Spasms,63.63636364,Depression,37.27272727,Pain,35.45454545,Dry Mouth,100,Paranoid,31.25,Anxious,31.25,Dizzy,0.892857143,Dry Eyes,0.892857143
Pink Panther,hybrid,Sweet,Flowery,Apple,Happy,100,Euphoric,91.95234622,Uplifted,90.49355701,Talkative,74.76294675,Giggly,74.76294675,Depression,100,Stress,95.84487535,Headaches,93.90581717,Nausea,68.8365651,Muscle Spasms,60.52631579,Dry Mouth,100,Paranoid,63.93939394,Dry Eyes,50,Dizzy,22.72727273,Headache,9.090909091
Rigger Kush,indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Master,sativa,Mint,Sweet,Berry,Euphoric,100,Creative,94.11764706,Relaxed,94.11764706,Energetic,88.23529412,Focused,88.23529412,Stress,100,Nausea,60,Pain,56,Depression,52,Fatigue,4,Dry Mouth,100,Headache,47.82608696,Paranoid,4.347826087,Anxious,4.347826087,,
Blue Dot,sativa,Nutty,Sweet,Flowery,Energetic,100,Happy,74.57627119,Uplifted,71.18644068,Focused,61.01694915,Giggly,50.84745763,Stress,100,Lack of Appetite,64.51612903,Depression,41.93548387,Headaches,41.93548387,Fatigue,32.25806452,Dry Eyes,100,Headache,16.66666667,Dry Mouth,5.555555556,Paranoid,5.555555556,Anxious,5.555555556
Master Jedi,indica,Pungent,Spicy/Herbal,Pine,Happy,100,Relaxed,83.25301205,Hungry,83.13253012,Euphoric,73.97590361,Giggly,58.79518072,Stress,100,Insomnia,50.63520871,Fatigue,46.82395644,Nausea,44.2831216,Eye Pressure,35.39019964,Dry Mouth,100,Dry Eyes,30.02392344,Headache,22.48803828,Dizzy,3.349282297,Anxious,1.674641148
Harlequin,sativa,Earthy,Sweet,Flowery,Relaxed,100,Focused,91.43182196,Uplifted,73.79535552,Happy,60.003631,Energetic,50.8495582,Pain,100,Depression,87.72824617,Stress,82.14280371,Inflammation,59.02518671,Fatigue,54.74610853,Dry Mouth,100,Dry Eyes,65.10459432,Dizzy,40.68940218,Headache,21.37794152,Anxious,21.14435675
Phantom OG,indica,Earthy,Pine,Lemon,Relaxed,100,Sleepy,89.90825688,Happy,88.0733945,Uplifted,67.56225426,Euphoric,21.23197903,Insomnia,100,Stress,81.74603175,Pain,80.55555556,Fatigue,56.74603175,Headaches,38.49206349,Dry Mouth,100,Dry Eyes,68.21192053,Dizzy,11.9205298,Paranoid,11.9205298,Headache,7.947019868
Tangie Sunrise,hybrid,Citrus,Flowery,Earthy,Uplifted,100,Relaxed,100,Happy,64.70588235,Talkative,52.94117647,Euphoric,52.94117647,Stress,100,Depression,90,Inflammation,80,Nausea,70,Pain,20,Dry Eyes,100,Paranoid,100,Dry Mouth,28.57142857,,,,
Purple Skunk,hybrid,Skunk,Pine,Lemon,Uplifted,100,Euphoric,99.24164081,Creative,97.91451224,Focused,95.29472596,Aroused,95.07066529,Depression,100,Insomnia,91.83168317,Stress,89.35643564,Fatigue,67.57425743,Nausea,62.12871287,Dry Mouth,100,Dry Eyes,7.428466618,Paranoid,5.209097579,Headache,5.007336757,Dizzy,2.017608217
Pennywise,indica,Earthy,Pine,Coffee,Relaxed,100,Uplifted,45.55731956,Euphoric,39.00975244,Sleepy,37.87225876,Tingly,37.43261397,Pain,100,Stress,68.0074622,Inflammation,61.16384107,Depression,57.24291418,Muscle Spasms,46.63219218,Dry Eyes,100,Dry Mouth,87.76097912,Dizzy,36.32109431,Headache,6.875449964,Anxious,5.735541157
Cherry Pie Kush,hybrid,Earthy,Sweet,Pungent,Happy,100,Euphoric,97.59036145,Uplifted,89.95983936,Energetic,85.14056225,Talkative,73.4939759,Stress,100,Depression,80.53097345,Fatigue,19.46902655,Pain,18.5840708,Insomnia,10.61946903,Dry Mouth,100,Dry Eyes,23.17073171,Paranoid,10.97560976,Dizzy,7.317073171,Anxious,7.317073171
Grimace,indica,Sweet,Berry,Earthy,Relaxed,100,Euphoric,84.40979955,Giggly,68.81959911,Sleepy,52.78396437,Happy,49.44320713,Stress,100,Pain,95.78059072,Insomnia,89.45147679,Nausea,74.6835443,Depression,25.3164557,Dry Mouth,100,Dizzy,79.16666667,Dry Eyes,20.83333333,Anxious,5.208333333,Paranoid,2.604166667
Valley Ghash,hybrid,Skunk,Sweet,Woody,Relaxed,100,Euphoric,97.24770642,Uplifted,91.74311927,Happy,88.99082569,Hungry,51.37614679,Insomnia,100,Stress,100,Pain,94.64285714,Depression,26.78571429,Lack of Appetite,21.42857143,Dizzy,100,Dry Eyes,75,Dry Mouth,75,,,,
El Jefe,indica,Earthy,Pungent,Pepper,Euphoric,100,Happy,60.12470309,Sleepy,58.74406176,Uplifted,44.90795724,Tingly,44.03206651,Stress,100,Depression,94.90865529,Headaches,84.99550764,Pain,20.84456424,Insomnia,16.77148847,Dry Eyes,100,Dry Mouth,77.18219098,Dizzy,72.20269479,Paranoid,0.995899238,Headache,0.497949619
Blue Champagne,hybrid,Blueberry,Cheese,Sweet,Happy,100,Uplifted,99.04761905,Focused,86.66666667,Tingly,76.19047619,Creative,24.76190476,Depression,100,Fatigue,90.2173913,Stress,18.47826087,Pain,17.39130435,Nausea,9.782608696,Dry Mouth,100,Headache,87.64044944,Dry Eyes,7.865168539,Paranoid,5.617977528,Anxious,2.247191011
Blue Trane,hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowryder,hybrid,Pine,Earthy,Woody,Uplifted,100,Aroused,95.52238806,Focused,94.02985075,Relaxed,39.80099502,Happy,37.56218905,Pain,100,Stress,17.81737194,Insomnia,4.677060134,Depression,2.672605791,Nausea,2.004454343,Dry Mouth,100,Paranoid,4.411764706,Dizzy,2.205882353,Dry Eyes,2.205882353,,
Trifecta,hybrid,Skunk,,,Tingly,100,Sleepy,80,Hungry,80,Happy,60,Uplifted,40,Insomnia,100,Pain,100,Nausea,75,Stress,50,Depression,25,Dry Mouth,100,Dry Eyes,66.66666667,Headache,33.33333333,Paranoid,33.33333333,,
LA OG,indica,Earthy,Sweet,Pungent,Relaxed,100,Tingly,80.33234692,Uplifted,54.8979437,Happy,52.16632521,Creative,49.6623416,Insomnia,100,Pain,68.52385947,Stress,53.89355008,Headaches,48.2695333,Depression,43.98269533,Dry Mouth,100,Paranoid,25.86887094,Anxious,25.24891978,Dry Eyes,20.34566974,Dizzy,3.099755777
X-Wing,indica,Earthy,Pine,Diesel,Relaxed,100,Sleepy,91.62436548,Happy,85.78680203,Hungry,74.87309645,Focused,9.644670051,Insomnia,100,Stress,93.44729345,Pain,92.02279202,Lack of Appetite,82.62108262,Nausea,10.82621083,Dry Mouth,100,,,,,,,,
NY-47,hybrid,Diesel,Citrus,Grapefruit,Hungry,100,Euphoric,83.33333333,Uplifted,66.66666667,Energetic,66.66666667,Relaxed,66.66666667,Depression,100,Fatigue,100,Dry Mouth,100,Dry Eyes,75,,,,,,,,,,,,
Purple Voodoo,hybrid,Sweet,Earthy,Pungent,Euphoric,100,Relaxed,93.18873668,Focused,57.19178082,Giggly,55.47945205,Happy,52.66362253,Eye Pressure,100,Depression,32.58536585,Stress,31.6097561,Fatigue,22.82926829,Pain,13.65853659,Dry Mouth,100,Dry Eyes,99.53703704,Anxious,95.37037037,Paranoid,21.66666667,Dizzy,2.777777778
Black Roses,indica,Berry,,,Relaxed,100,Euphoric,90.90909091,Uplifted,81.81818182,Happy,81.81818182,Sleepy,9.090909091,Pain,100,,,,,,,,,,,,,,,,,,
Seattle Cough,sativa,Pungent,Pine,Citrus,Happy,100,Energetic,98.82903981,Creative,76.81498829,Uplifted,75.6440281,Euphoric,41.92037471,Depression,100,Fatigue,87.42138365,Inflammation,84.27672956,Insomnia,71.69811321,Muscle Spasms,71.69811321,Dry Mouth,100,Dry Eyes,71.42857143,Paranoid,42.85714286,Dizzy,14.28571429,Headache,14.28571429
